Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.01       1/1           unordered_map, equal_to, allocator > >::reserve(unsigned long) [39]
                0.00    0.00       1/1           State::State() [203]
-----------------------------------------------
                0.07    0.42       1/1           main [1]
[2]     97.5    0.07    0.42       1         solve(State &, int) [2]
                0.00    0.11 4559521/4559521     unordered_map, equal_to, allocator > >::find(unsigned int &) [6]
                0.07    0.00 45499047/45499047     legal(State &, signed char, signed char) [7]
                0.01    0.06  580567/580567      unordered_map, equal_to, allocator > >::operator[](unsigned int &) [8]
                0.01    0.03 7957908/8538476     Node_iterator, false, false>::operator->()  [10]
                0.00    0.04 1736260/1736260     unordered_map, equal_to, allocator > >::operator[](unsigned int&&) [11]
                0.03    0.00 6335956/6335956     State::hash()  [17]
                0.00    0.02 1736259/1736259     queue > >::pop() [21]
                0.02    0.00 5140090/5140090     __detail::operator==(Node_iterator_base, false> &, Node_iterator_base, false> &) [22]
                0.00    0.01 1736259/1736259     queue > >::push(State &) [25]
                0.00    0.01 1736259/1736259     queue > >::front() [48]
                0.01    0.00  620743/620743      outputH(unsigned int) [49]
                0.00    0.00 4559522/4559522     unordered_map, equal_to, allocator > >::end() [60]
                0.00    0.00  580568/580568      Node_iterator, false, false>::operator*()  [64]
                0.00    0.00      44/44          queue > >::size()  [75]
                0.00    0.00       1/1           queue > >::queue >, void>() [79]
                0.00    0.00       1/1           unordered_map, equal_to, allocator > >::begin() [83]
                0.00    0.00 4559521/4559521     State::State(State &, signed char, signed char, signed char) [103]
                0.00    0.00  580568/580568      Node_iterator, false, false>::operator++() [130]
                0.00    0.00      45/45          queue > >::empty()  [159]
                0.00    0.00       1/1           queue > >::~queue() [230]
-----------------------------------------------
                0.00    0.01  580567/6876348     Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int &) [9]
                0.00    0.03 1736260/6876348     Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int&&) [12]
                0.00    0.09 4559521/6876348     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::find(unsigned int &) [5]
[3]     26.1    0.00    0.13 6876348         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_find_node(unsigned long, unsigned int &, unsigned long)  [3]
                0.10    0.03 6876348/6876348     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_find_before_node(unsigned long, unsigned int &, unsigned long)  [4]
-----------------------------------------------
                0.10    0.03 6876348/6876348     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_find_node(unsigned long, unsigned int &, unsigned long)  [3]
[4]     26.1    0.10    0.03 6876348         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_find_before_node(unsigned long, unsigned int &, unsigned long)  [4]
                0.01    0.02 7417249/7417249     Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_M_equals(unsigned int &, unsigned long, Hash_node_value, false> &)  [19]
                0.00    0.00 1702030/1991598     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_bucket_index(Hash_node_value, false> &)  [62]
                0.00    0.00 2822068/5350011     Hash_node, false>::_M_next()  [102]
-----------------------------------------------
                0.01    0.10 4559521/4559521     unordered_map, equal_to, allocator > >::find(unsigned int &) [6]
[5]     21.2    0.01    0.10 4559521         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::find(unsigned int &) [5]
                0.00    0.09 4559521/6876348     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_find_node(unsigned long, unsigned int &, unsigned long)  [3]
                0.00    0.00 4559521/9699612     Node_iterator, false, false>::_Node_iterator(Hash_node, false>*) [29]
                0.00    0.00 4559521/9945185     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_hash_code(unsigned int &)  [28]
                0.00    0.00 4559521/6876353     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_bucket_index(unsigned long)  [100]
-----------------------------------------------
                0.00    0.11 4559521/4559521     solve(State &, int) [2]
[6]     21.2    0.00    0.11 4559521         unordered_map, equal_to, allocator > >::find(unsigned int &) [6]
                0.01    0.10 4559521/4559521     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::find(unsigned int &) [5]
-----------------------------------------------
                0.07    0.00 45499047/45499047     solve(State &, int) [2]
[7]     13.0    0.07    0.00 45499047         legal(State &, signed char, signed char) [7]
-----------------------------------------------
                0.01    0.06  580567/580567      solve(State &, int) [2]
[8]     12.9    0.01    0.06  580567         unordered_map, equal_to, allocator > >::operator[](unsigned int &) [8]
                0.01    0.05  580567/580567      Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int &) [9]
-----------------------------------------------
                0.01    0.05  580567/580567      unordered_map, equal_to, allocator > >::operator[](unsigned int &) [8]
[9]     11.9    0.01    0.05  580567         Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int &) [9]
                0.00    0.03  580567/580568      _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_unique_node(unsigned long, unsigned long, Hash_node, false>*, unsigned long) [18]
                0.00    0.01  580567/6876348     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_find_node(unsigned long, unsigned int &, unsigned long)  [3]
                0.00    0.01  580567/580567      _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [35]
                0.00    0.00  580567/8538476     Node_iterator, false, false>::operator->()  [10]
                0.00    0.00  580567/9945185     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_hash_code(unsigned int &)  [28]
                0.00    0.00  580567/6876353     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_bucket_index(unsigned long)  [100]
                0.00    0.00  580567/580567      tuple::tuple(unsigned int &) [142]
                0.00    0.00  580567/580568      _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::~_Scoped_node() [124]
-----------------------------------------------
                0.00    0.00       1/8538476     Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int&&) [12]
                0.00    0.00  580567/8538476     Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int &) [9]
                0.01    0.03 7957908/8538476     solve(State &, int) [2]
[10]     8.7    0.01    0.03 8538476         Node_iterator, false, false>::operator->()  [10]
                0.00    0.03 8538476/12016439     Hash_node_value_base >::_M_valptr() [14]
-----------------------------------------------
                0.00    0.04 1736260/1736260     solve(State &, int) [2]
[11]     8.1    0.00    0.04 1736260         unordered_map, equal_to, allocator > >::operator[](unsigned int&&) [11]
                0.00    0.04 1736260/1736260     Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int&&) [12]
                0.00    0.00 1736260/1736261     remove_reference::type&& move(unsigned int&) [112]
-----------------------------------------------
                0.00    0.04 1736260/1736260     unordered_map, equal_to, allocator > >::operator[](unsigned int&&) [11]
[12]     8.1    0.00    0.04 1736260         Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int&&) [12]
                0.00    0.03 1736260/6876348     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_find_node(unsigned long, unsigned int &, unsigned long)  [3]
                0.00    0.01 1736259/2316827     Hash_node_value_base >::_M_v() [34]
                0.00    0.00 1736260/9945185     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_hash_code(unsigned int &)  [28]
                0.00    0.00       1/580568      _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_unique_node(unsigned long, unsigned long, Hash_node, false>*, unsigned long) [18]
                0.00    0.00       1/8538476     Node_iterator, false, false>::operator->()  [10]
                0.00    0.00       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [80]
                0.00    0.00 1736260/6876353     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_bucket_index(unsigned long)  [100]
                0.00    0.00       1/1736261     remove_reference::type&& move(unsigned int&) [112]
                0.00    0.00       1/1           tuple forward_as_tuple(unsigned int&&) [244]
                0.00    0.00       1/580568      _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::~_Scoped_node() [124]
-----------------------------------------------
                0.03    0.01 12016439/12016439     Hash_node_value_base >::_M_valptr() [14]
[13]     8.0    0.03    0.01 12016439         __gnu_cxx::__aligned_buffer >::_M_ptr() [13]
                0.01    0.00 12016439/12016439     __gnu_cxx::__aligned_buffer >::_M_addr() [26]
-----------------------------------------------
                0.00    0.00       1/12016439     Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [81]
                0.00    0.00  580567/12016439     Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [36]
                0.00    0.00  580568/12016439     Hashtable_alloc, false> > >::_M_deallocate_node(Hash_node, false>*) [65]
                0.00    0.01 2316827/12016439     Hash_node_value_base >::_M_v() [34]
                0.00    0.03 8538476/12016439     Node_iterator, false, false>::operator->()  [10]
[14]     8.0    0.00    0.04 12016439         Hash_node_value_base >::_M_valptr() [14]
                0.03    0.01 12016439/12016439     __gnu_cxx::__aligned_buffer >::_M_ptr() [13]
-----------------------------------------------
                0.03    0.00       6/6           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_rehash(unsigned long, unsigned long &) [16]
[15]     6.4    0.03    0.00       6         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_rehash_aux(unsigned long, integral_constant) [15]
                0.00    0.00 1077239/3068837     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_bucket_index(Hash_node_value, false> &, unsigned long)  [37]
                0.00    0.00 1077239/5350011     Hash_node, false>::_M_next()  [102]
                0.00    0.00       6/6           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_allocate_buckets(unsigned long) [189]
                0.00    0.00       6/8           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_begin()  [182]
                0.00    0.00       6/7           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_deallocate_buckets() [185]
-----------------------------------------------
                0.00    0.01       1/6           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::rehash(unsigned long) [38]
                0.00    0.03       5/6           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_unique_node(unsigned long, unsigned long, Hash_node, false>*, unsigned long) [18]
[16]     6.4    0.00    0.03       6         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_rehash(unsigned long, unsigned long &) [16]
                0.03    0.00       6/6           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_rehash_aux(unsigned long, integral_constant) [15]
-----------------------------------------------
                0.03    0.00 6335956/6335956     solve(State &, int) [2]
[17]     6.0    0.03    0.00 6335956         State::hash()  [17]
-----------------------------------------------
                0.00    0.00       1/580568      Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int&&) [12]
                0.00    0.03  580567/580568      Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int &) [9]
[18]     5.6    0.00    0.03  580568         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_unique_node(unsigned long, unsigned long, Hash_node, false>*, unsigned long) [18]
                0.00    0.03       5/6           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_rehash(unsigned long, unsigned long &) [16]
                0.00    0.00  580568/9699612     Node_iterator, false, false>::_Node_iterator(Hash_node, false>*) [29]
                0.00    0.00  580568/580568      _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_bucket_begin(unsigned long, Hash_node, false>*) [72]
                0.00    0.00  580568/580569      Prime_rehash_policy::_M_state()  [118]
                0.00    0.00  580568/580568      Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_store_code(Hash_node_code_cache&, unsigned long)  [123]
                0.00    0.00       5/6876353     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_bucket_index(unsigned long)  [100]
-----------------------------------------------
                0.01    0.02 7417249/7417249     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_find_before_node(unsigned long, unsigned int &, unsigned long)  [4]
[19]     5.4    0.01    0.02 7417249         Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_M_equals(unsigned int &, unsigned long, Hash_node_value, false> &)  [19]
                0.01    0.00 7417249/7417249     Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_S_equals(unsigned long, Hash_node_code_cache &) [30]
                0.00    0.00 7417249/10486086     Hash_node_value_base >::_M_v()  [42]
                0.00    0.00 7417249/10486086     decltype ((get)((forward &>)({parm#1}))) Select1st::operator() &>(pair &)  [41]
                0.00    0.00 7417249/7417249     Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_M_eq()  [97]
                0.00    0.00 7417249/7417249     equal_to::operator()(unsigned int &, unsigned int &)  [99]
-----------------------------------------------
                0.00    0.02 1736259/1736259     queue > >::pop() [21]
[20]     4.3    0.00    0.02 1736259         deque >::pop_front() [20]
                0.00    0.01 1612241/1736259     void allocator_traits >::destroy(allocator&, State*) [23]
                0.01    0.00  124018/124018      deque >::_M_pop_front_aux() [33]
                0.00    0.00 1612241/1736260     _Deque_base >::_M_get_Tp_allocator() [113]
-----------------------------------------------
                0.00    0.02 1736259/1736259     solve(State &, int) [2]
[21]     4.3    0.00    0.02 1736259         queue > >::pop() [21]
                0.00    0.02 1736259/1736259     deque >::pop_front() [20]
-----------------------------------------------
                0.02    0.00 5140090/5140090     solve(State &, int) [2]
[22]     4.0    0.02    0.00 5140090         __detail::operator==(Node_iterator_base, false> &, Node_iterator_base, false> &) [22]
-----------------------------------------------
                0.00    0.00  124018/1736259     deque >::_M_pop_front_aux() [33]
                0.00    0.01 1612241/1736259     deque >::pop_front() [20]
[23]     3.0    0.01    0.01 1736259         void allocator_traits >::destroy(allocator&, State*) [23]
                0.01    0.00 1736259/1736259     void destroy_at(State*) [32]
-----------------------------------------------
                0.00    0.01 1736259/1736259     queue > >::push(State &) [25]
[24]     2.7    0.00    0.01 1736259         deque >::push_back(State &) [24]
                0.01    0.00 1612241/1736259     void allocator_traits >::construct(allocator&, State*, State &) [31]
                0.00    0.00  124018/124018      void deque >::_M_push_back_aux(State &) [61]
-----------------------------------------------
                0.00    0.01 1736259/1736259     solve(State &, int) [2]
[25]     2.7    0.00    0.01 1736259         queue > >::push(State &) [25]
                0.00    0.01 1736259/1736259     deque >::push_back(State &) [24]
-----------------------------------------------
                0.01    0.00 12016439/12016439     __gnu_cxx::__aligned_buffer >::_M_ptr() [13]
[26]     2.0    0.01    0.00 12016439         __gnu_cxx::__aligned_buffer >::_M_addr() [26]
-----------------------------------------------
                0.01    0.00 9945185/9945185     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_hash_code(unsigned int &)  [28]
[27]     2.0    0.01    0.00 9945185         hash::operator()(unsigned int)  [27]
-----------------------------------------------
                0.00    0.00  580567/9945185     Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int &) [9]
                0.00    0.00 1736260/9945185     Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int&&) [12]
                0.00    0.00 3068837/9945185     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_bucket_index(Hash_node_value, false> &, unsigned long)  [37]
                0.00    0.00 4559521/9945185     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::find(unsigned int &) [5]
[28]     2.0    0.00    0.01 9945185         Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_hash_code(unsigned int &)  [28]
                0.01    0.00 9945185/9945185     hash::operator()(unsigned int)  [27]
                0.00    0.00 9945185/9945185     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_hash()  [95]
-----------------------------------------------
                0.00    0.00       1/9699612     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::begin() [82]
                0.00    0.00  580568/9699612     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_unique_node(unsigned long, unsigned long, Hash_node, false>*, unsigned long) [18]
                0.00    0.00 4559521/9699612     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::find(unsigned int &) [5]
                0.00    0.00 4559522/9699612     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::end() [59]
[29]     2.0    0.01    0.01 9699612         Node_iterator, false, false>::_Node_iterator(Hash_node, false>*) [29]
                0.01    0.00 9699612/9699612     Node_iterator_base, false>::_Node_iterator_base(Hash_node, false>*) [45]
-----------------------------------------------
                0.01    0.00 7417249/7417249     Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_M_equals(unsigned int &, unsigned long, Hash_node_value, false> &)  [19]
[30]     2.0    0.01    0.00 7417249         Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_S_equals(unsigned long, Hash_node_code_cache &) [30]
-----------------------------------------------
                0.00    0.00  124018/1736259     void deque >::_M_push_back_aux(State &) [61]
                0.01    0.00 1612241/1736259     deque >::push_back(State &) [24]
[31]     2.0    0.01    0.00 1736259         void allocator_traits >::construct(allocator&, State*, State &) [31]
                0.00    0.00 1736259/3596536     State & forward(remove_reference::type&) [104]
                0.00    0.00 1736259/1736259     decltype (::new ((void*)(0)) State((declval)())) construct_at(State*, State &) [115]
-----------------------------------------------
                0.01    0.00 1736259/1736259     void allocator_traits >::destroy(allocator&, State*) [23]
[32]     2.0    0.01    0.00 1736259         void destroy_at(State*) [32]
-----------------------------------------------
                0.01    0.00  124018/124018      deque >::pop_front() [20]
[33]     1.5    0.01    0.00  124018         deque >::_M_pop_front_aux() [33]
                0.00    0.00  124018/248116      _Deque_iterator::_M_set_node(State**) [63]
                0.00    0.00  124018/1736259     void allocator_traits >::destroy(allocator&, State*) [23]
                0.00    0.00  124018/1736260     _Deque_base >::_M_get_Tp_allocator() [113]
                0.00    0.00  124018/124019      _Deque_base >::_M_deallocate_node(State*) [149]
-----------------------------------------------
                0.00    0.00  580568/2316827     Node_iterator, false, false>::operator*()  [64]
                0.00    0.01 1736259/2316827     Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int&&) [12]
[34]     1.5    0.00    0.01 2316827         Hash_node_value_base >::_M_v() [34]
                0.00    0.01 2316827/12016439     Hash_node_value_base >::_M_valptr() [14]
-----------------------------------------------
                0.00    0.01  580567/580567      Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int &) [9]
[35]     1.4    0.00    0.01  580567         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [35]
                0.00    0.01  580567/580567      Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [36]
                0.00    0.00  580567/2322268     tuple&& forward >(remove_reference >::type&) [110]
                0.00    0.00  580567/2322272     tuple&& forward >(remove_reference >::type&) [109]
                0.00    0.00  580567/2322272     piecewise_construct_t & forward(remove_reference::type&) [108]
-----------------------------------------------
                0.00    0.01  580567/580567      _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [35]
[36]     1.4    0.00    0.01  580567         Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&) [36]
                0.00    0.01  580567/580567      void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [51]
                0.00    0.00  580567/12016439     Hash_node_value_base >::_M_valptr() [14]
                0.00    0.00 1161134/2322284     Hashtable_alloc, false> > >::_M_node_allocator() [106]
                0.00    0.00  580567/580568      allocator_traits, false> > >::allocate(allocator, false> >&, unsigned long) [128]
                0.00    0.00  580567/580568      Hash_node, false>* __to_address, false> >(Hash_node, false>*) [135]
                0.00    0.00  580567/580568      Hash_node, false>::_Hash_node() [129]
                0.00    0.00  580567/2897395     operator new(unsigned long, void*) [105]
                0.00    0.00  580567/2322272     tuple&& forward >(remove_reference >::type&) [109]
                0.00    0.00  580567/2322268     tuple&& forward >(remove_reference >::type&) [110]
                0.00    0.00  580567/2322272     piecewise_construct_t & forward(remove_reference::type&) [108]
-----------------------------------------------
                0.00    0.00 1077239/3068837     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_rehash_aux(unsigned long, integral_constant) [15]
                0.00    0.00 1991598/3068837     _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_bucket_index(Hash_node_value, false> &)  [62]
[37]     1.2    0.00    0.01 3068837         Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_bucket_index(Hash_node_value, false> &, unsigned long)  [37]
                0.00    0.00 3068837/9945185     Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_hash_code(unsigned int &)  [28]
                0.00    0.00 3068837/10486086     Hash_node_value_base >::_M_v()  [42]
                0.00    0.00 3068837/10486086     decltype ((get)((forward &>)({parm#1}))) Select1st::operator() &>(pair &)  [41]
                0.00    0.00 3068837/9945190     Mod_range_hashing::operator()(unsigned long, unsigned long)  [94]
-----------------------------------------------
                0.00    0.01       1/1           Rehash_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, integral_constant >::reserve(unsigned long) [40]
[38]     1.1    0.00    0.01       1         _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::rehash(unsigned long) [38]
                0.00    0.01       1/6           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_rehash(unsigned long, unsigned long &) [16]
                0.00    0.00       1/580569      Prime_rehash_policy::_M_state()  [118]
                0.00    0.00       1/2           Prime_rehash_policy::_M_bkt_for_elements(unsigned long)  [200]
                0.00    0.00       1/13          unsigned long & max(unsigned long &, unsigned long &) [171]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[39]     1.1    0.00    0.01       1         unordered_map, equal_to, allocator > >::reserve(unsigned long) [39]
                0.00    0.01       1/1           Rehash_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, integral_constant >::reserve(unsigned long) [40]
-----------------------------------------------
                0.00    0.01       1/1           unordered_map, equal_to, allocator > >::reserve(unsigned long) [39]
[40]     1.1    0.00    0.01       1         Rehash_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, integral_constant >::reserve(unsigned long) [40]
                0.00    0.01       1/1           _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::rehash(unsigned long) [38]
